Ingreso,Alimentación,Movilidad,Vivienda,Salud,Educación,Entretenimiento,Vestuario,Ahorros,Deudas,Otros,%Ahorro,%Deuda,NivelIngreso,SaludFinanciera,PerfilFinanciero
832104,487765,178015,867456,169227,1309257,63550,63950,117999,236096,65642,14.18,28.37,Bajo,Saludable,Ahorrador
961942,528957,199682,1190117,152975,870912,72290,52841,107901,203084,54355,11.22,21.11,Bajo,Saludable,Ahorrador
1314902,599754,213670,1066872,165141,1269806,57875,82717,156041,328482,73124,11.87,24.98,Bajo,Saludable,Ahorrador
1250170,594360,186546,1184414,137516,1358704,72966,69296,162672,188163,67478,13.01,15.05,Bajo,Saludable,Ahorrador
1065382,553553,196370,900993,178623,686773,35801,75632,122510,409869,36593,11.5,38.47,Bajo,Saludable,Ahorrador
954431,597566,199722,1024324,157720,976488,52776,110718,119396,184131,25613,12.51,19.29,Bajo,Saludable,Ahorrador
1537967,713759,224218,1137244,143043,886197,69695,49475,267269,692393,46663,17.38,45.02,Bajo,Saludable,Ahorrador
1508168,598197,160947,1099913,134853,801253,71412,56719,255660,513536,32890,16.95,34.05,Bajo,Saludable,Ahorrador
1398850,539175,183122,1154992,124453,1391384,73261,107242,147020,670711,69852,10.51,47.95,Bajo,Saludable,Ahorrador
1264754,497548,203938,1135982,161211,509624,59290,38017,131983,522203,50480,10.44,41.29,Bajo,Saludable,Ahorrador
1603889,676661,198406,1071394,172042,1310453,26662,96106,180461,582600,29237,11.25,36.32,Bajo,Saludable,Ahorrador
1373211,491631,208118,863282,165493,804410,39224,58198,213982,202492,52582,15.58,14.75,Bajo,Saludable,Ahorrador
1042266,497711,204524,858883,121053,1143901,38360,91419,124787,129609,55902,11.97,12.44,Bajo,Saludable,Ahorrador
994246,637873,176905,1121670,134429,517914,73793,107992,158143,247716,54157,15.91,24.91,Bajo,Saludable,Ahorrador
1586379,485934,229759,896703,169062,1420155,35075,46544,283042,406950,28228,17.84,25.65,Bajo,Saludable,Ahorrador
1423650,552767,197118,1051101,135269,1387705,41677,55938,209535,273261,46508,14.72,19.19,Bajo,Saludable,Ahorrador
1534686,648147,188756,861003,175886,1203513,27191,68704,184275,450217,62670,12.01,29.34,Bajo,Saludable,Ahorrador
1073447,705953,212444,879395,171667,722224,65587,51796,105071,321904,47097,9.79,29.99,Bajo,Saludable,Ahorrador
1269596,526802,232994,1133323,176893,1235666,57380,60053,164725,305583,72036,12.97,24.07,Bajo,Saludable,Ahorrador
1453678,554531,185489,996674,121588,1173861,54799,96751,234805,525143,37511,16.15,36.13,Bajo,Saludable,Ahorrador
949196,522919,177654,1085014,143215,1231094,34418,80303,101981,316315,54951,10.74,33.32,Bajo,Saludable,Ahorrador
1231026,688118,185198,977653,176034,1213351,72453,99551,173636,482609,68633,14.1,39.2,Bajo,Saludable,Ahorrador
1476571,552148,219805,1113408,151009,1036612,60417,43645,245712,658768,29287,16.64,44.61,Bajo,Saludable,Ahorrador
1028332,486561,228272,848281,166244,1473104,26552,72142,126648,408291,36023,12.32,39.7,Bajo,Saludable,Ahorrador
2099527,656923,216522,1112487,160781,848008,68282,96516,365927,407157,58826,17.43,19.39,Medio Bajo,Saludable,Ahorrador
2831724,614258,182490,825850,129449,1185767,58418,96239,314124,347331,34186,11.09,12.27,Medio Bajo,Saludable,Ahorrador
2711688,711270,204382,939151,152984,1415680,70208,94481,370357,1229908,74255,13.66,45.36,Medio Bajo,Saludable,Ahorrador
2277411,672583,162874,957055,150367,1160348,42264,95384,272590,691639,28759,11.97,30.37,Medio Bajo,Saludable,Ahorrador
2536659,581646,237519,1092845,147313,1056407,38497,74080,304104,1023006,37092,11.99,40.33,Medio Bajo,Saludable,Ahorrador
2581428,601675,230634,1166210,179507,1011577,38275,90792,438845,507162,41311,17.0,19.65,Medio Bajo,Saludable,Ahorrador
2712504,585345,174409,965445,124331,1008848,64464,101587,394841,255248,44272,14.56,9.41,Medio Bajo,Saludable,Ahorrador
2284297,482173,184322,958884,129612,1356045,40244,89706,225028,703426,41769,9.85,30.79,Medio Bajo,Saludable,Ahorrador
2037637,717047,231946,1171197,120673,1449591,66476,63654,306248,831148,27915,15.03,40.79,Medio Bajo,Saludable,Ahorrador
2463652,673699,223145,1189728,173449,514425,62554,99692,268629,528762,40381,10.9,21.46,Medio Bajo,Saludable,Ahorrador
2018464,644100,169947,1154695,140057,1121887,30177,54599,355243,505888,26392,17.6,25.06,Medio Bajo,Saludable,Ahorrador
2519835,491461,234362,849772,160660,512922,50704,55012,435346,783337,47769,17.28,31.09,Medio Bajo,Saludable,Ahorrador
2007236,561094,186639,1094091,160759,681879,55323,58066,241586,935424,36881,12.04,46.6,Medio Bajo,Saludable,Ahorrador
2687011,671625,187009,1160494,138902,996215,56244,86347,259673,757950,50654,9.66,28.21,Medio Bajo,Saludable,Ahorrador
2069552,708547,187561,1129458,133125,1463955,25603,82469,348981,835324,40297,16.86,40.36,Medio Bajo,Saludable,Ahorrador
1873916,540703,200117,844637,144013,1106797,40180,58309,335953,635662,72140,17.93,33.92,Medio Bajo,Saludable,Ahorrador
1669827,595646,206470,951097,166542,1133007,40684,54206,215840,768777,46988,12.93,46.04,Medio Bajo,Saludable,Ahorrador
2451353,697439,201666,1148017,137614,1374300,72478,110249,253470,664004,37121,10.34,27.09,Medio Bajo,Saludable,Ahorrador
2205284,628993,191181,1094567,158958,1161872,41262,109072,236524,436331,30684,10.73,19.79,Medio Bajo,Saludable,Ahorrador
2686147,687256,169330,961021,179683,923428,52892,106587,477021,269955,69718,17.76,10.05,Medio Bajo,Saludable,Ahorrador
2846971,512912,211745,1012300,157557,1012801,47942,65112,289215,406804,45080,10.16,14.29,Medio Bajo,Saludable,Ahorrador
2119197,631160,162465,1050133,157448,824067,54387,71998,330418,956265,37063,15.59,45.12,Medio Bajo,Saludable,Ahorrador
1809970,548033,239664,1007978,168874,1156235,43670,82722,194271,618525,32198,10.73,34.17,Medio Bajo,Saludable,Ahorrador
2026948,603644,167306,1159116,136515,698281,50078,82838,346318,181415,37546,17.09,8.95,Medio Bajo,Saludable,Ahorrador
2414701,709472,196876,880436,161123,1349367,35491,56767,433105,1041184,58217,17.94,43.12,Medio Bajo,Saludable,Ahorrador
1783989,556033,236394,1132175,174482,535142,38947,80495,297981,811655,43989,16.7,45.5,Medio Bajo,Saludable,Ahorrador
2087159,674364,239266,871795,145874,1148101,68095,102466,281828,852627,56250,13.5,40.85,Medio Bajo,Saludable,Ahorrador
2443834,529394,171022,1040184,175846,609633,74767,85629,398216,504567,34485,16.29,20.65,Medio Bajo,Saludable,Ahorrador
2718612,596106,194635,1140640,156296,1456422,41212,75928,299899,348724,70375,11.03,12.83,Medio Bajo,Saludable,Ahorrador
2269483,556710,177184,1060943,132625,1443740,43350,97963,310079,322907,26243,13.66,14.23,Medio Bajo,Saludable,Ahorrador
2494930,515504,168209,1074777,125072,525687,42893,78314,253002,279153,67286,10.14,11.19,Medio Bajo,Saludable,Ahorrador
2530208,650820,212226,889524,168202,1240287,59800,79910,311924,571989,66337,12.33,22.61,Medio Bajo,Saludable,Ahorrador
1737067,680181,198459,1111832,164857,838730,48251,63217,196137,456884,27152,11.29,26.3,Medio Bajo,Saludable,Ahorrador
2748015,494304,176102,1148046,176154,787153,39929,94267,395067,221923,25346,14.38,8.08,Medio Bajo,Saludable,Ahorrador
2317704,694260,195763,1036981,153366,586342,46512,93466,290503,401647,65403,12.53,17.33,Medio Bajo,Saludable,Ahorrador
2478446,559363,167561,965498,138030,883116,68553,82700,368022,342121,45395,14.85,13.8,Medio Bajo,Saludable,Ahorrador
2007998,698243,195901,974618,148194,634012,59488,83982,338153,706011,49192,16.84,35.16,Medio Bajo,Saludable,Ahorrador
2662303,497205,160845,1082406,125615,1342399,59204,48851,390259,296983,67098,14.66,11.16,Medio Bajo,Saludable,Ahorrador
1994964,588389,207814,896348,162902,530907,62179,65455,211407,423873,64242,10.6,21.25,Medio Bajo,Saludable,Ahorrador
2571878,489553,238505,871208,136144,1198257,44956,100105,306012,865794,28079,11.9,33.66,Medio Bajo,Saludable,Ahorrador
2802870,610634,221004,844131,125761,1415919,70325,73751,500242,1002049,69991,17.85,35.75,Medio Bajo,Saludable,Ahorrador
2611075,606113,169176,1030959,125680,803572,55468,96043,412695,1041784,39599,15.81,39.9,Medio Bajo,Saludable,Ahorrador
1694705,676422,218995,934982,172867,1045176,53377,61912,245392,372136,40698,14.48,21.96,Medio Bajo,Saludable,Ahorrador
1744866,714907,184758,938982,132834,589231,61907,76182,172995,344952,74253,9.91,19.77,Medio Bajo,Saludable,Ahorrador
1655767,522659,161021,802403,138968,1291519,67371,99741,281334,151304,38047,16.99,9.14,Medio Bajo,Saludable,Ahorrador
1830452,573716,165773,992037,171083,1314084,69635,95467,197367,187336,67683,10.78,10.23,Medio Bajo,Saludable,Ahorrador
1691945,643947,167173,850137,122518,610223,71026,53832,177547,240302,61461,10.49,14.2,Medio Bajo,Saludable,Ahorrador
2053529,635444,222397,1199561,161707,640245,49196,39188,260757,550380,68635,12.7,26.8,Medio Bajo,Saludable,Ahorrador
1846452,644894,238830,1091070,161671,1116206,38268,47111,290883,452309,67934,15.75,24.5,Medio Bajo,Saludable,Ahorrador
1936279,491309,210044,998312,154721,826632,60366,82316,190322,635395,28190,9.83,32.82,Medio Bajo,Saludable,Ahorrador
1767851,704825,238777,835446,127293,973359,68386,65780,249390,202704,38040,14.11,11.47,Medio Bajo,Saludable,Ahorrador
1782813,678689,237872,936174,149838,699722,35669,106153,211012,474445,49349,11.84,26.61,Medio Bajo,Saludable,Ahorrador
2923497,635025,182361,871986,164102,1132833,51231,87712,420207,468135,48379,14.37,16.01,Medio,Saludable,Ahorrador
3990030,666245,208004,934797,126116,835809,72573,112426,648669,647718,72180,16.26,16.23,Medio,Saludable,Ahorrador
2896053,495542,176877,910440,152632,1405991,70204,93657,326757,729737,43367,11.28,25.2,Medio,Saludable,Ahorrador
3906269,621954,169883,1170108,138807,1158851,69649,98500,495818,1192939,36578,12.69,30.54,Medio,Saludable,Ahorrador
3376580,698756,196440,1173571,177189,904989,63839,72508,415231,395935,49537,12.3,11.73,Medio,Saludable,Ahorrador
3425446,547312,224906,1069104,171265,625541,45081,38130,548723,461587,49132,16.02,13.48,Medio,Saludable,Ahorrador
2971121,604306,206655,1016770,147555,938865,29651,43931,427264,659330,29179,14.38,22.19,Medio,Saludable,Ahorrador
3889042,591401,228456,1060358,137496,1401633,29471,100269,413175,1234890,31370,10.62,31.75,Medio,Saludable,Ahorrador
3192139,648162,164201,944588,148164,1167697,45729,101915,499554,973678,48335,15.65,30.5,Medio,Saludable,Ahorrador
3500991,703504,165498,1085875,174170,848010,57666,110040,618513,846555,54995,17.67,24.18,Medio,Saludable,Ahorrador
3096914,719626,171402,945086,174338,921294,34567,90623,320145,378507,68885,10.34,12.22,Medio,Saludable,Ahorrador
3596987,685446,204130,817930,149620,1087525,65235,43512,505665,941206,37434,14.06,26.17,Medio,Saludable,Ahorrador
3667986,608648,194235,1041368,154736,1256341,43967,81436,572989,1126439,69165,15.62,30.71,Medio,Saludable,Ahorrador
3078715,701511,227830,1115127,126956,1391815,53980,62499,505033,1163120,47487,16.4,37.78,Medio,Saludable,Ahorrador
3468888,513161,228310,891061,161027,1218794,66957,49912,401438,1342378,64221,11.57,38.7,Medio,Saludable,Ahorrador
3403437,700298,166303,970641,166838,886675,40602,69267,532985,1557294,36875,15.66,45.76,Medio,Saludable,Ahorrador
3802159,694887,206617,1139955,155302,609928,58262,77083,417840,544274,67866,10.99,14.31,Medio,Saludable,Ahorrador
3015675,507078,216179,1116615,161403,1384137,70413,62019,292736,818768,66554,9.71,27.15,Medio,Saludable,Ahorrador
3786777,586682,191507,877059,124329,1224816,51378,48262,569930,771311,55840,15.05,20.37,Medio,Saludable,Ahorrador
4036687,595636,172995,902284,134313,724485,41107,79195,544027,328577,71521,13.48,8.14,Medio,Saludable,Ahorrador
3114654,501704,169282,893977,171825,1066918,44631,51302,492079,712861,30319,15.8,22.89,Medio,Saludable,Ahorrador
3811883,708789,236663,904629,167524,714298,69773,111199,379161,914806,31652,9.95,24.0,Medio,Saludable,Ahorrador
3137656,485559,214494,957041,176674,1293003,37325,57025,518798,465573,62774,16.53,14.84,Medio,Saludable,Ahorrador
3434109,530116,216101,898854,149195,547164,35216,73876,455427,1233936,56536,13.26,35.93,Medio,Saludable,Ahorrador
3283075,706202,187600,1050037,148251,1300387,27809,112272,346660,554650,30087,10.56,16.89,Medio,Saludable,Ahorrador
3397069,661735,235768,843832,134355,850774,73519,54751,335701,711410,42787,9.88,20.94,Medio,Saludable,Ahorrador
3712545,610858,205906,1081728,138328,634385,40333,65613,362446,332226,42303,9.76,8.95,Medio,Saludable,Ahorrador
3314739,526157,191527,1072489,143814,608653,32806,96698,523588,1285997,69197,15.8,38.8,Medio,Saludable,Ahorrador
3461205,621480,173137,1040245,175544,841100,30504,92981,598856,1265906,60636,17.3,36.57,Medio,Saludable,Ahorrador
3639067,622098,190316,1191051,164892,854892,50523,77835,426095,1656550,47132,11.71,45.52,Medio,Saludable,Ahorrador
3339071,491183,169520,1182200,163585,1102639,52920,79236,517317,572997,32595,15.49,17.16,Medio,Saludable,Ahorrador
3791280,563601,185607,921517,161529,717958,56433,47604,626488,1405056,31203,16.52,37.06,Medio,Saludable,Ahorrador
3842817,568670,217435,1197349,162950,1423005,74087,86230,650405,1101405,64023,16.93,28.66,Medio,Saludable,Ahorrador
4013023,543645,220043,939403,134940,1376967,44381,69936,662649,1030876,47412,16.51,25.69,Medio,Saludable,Ahorrador
4036640,582471,216797,1178774,170326,795412,32197,84538,426370,1826565,46713,10.56,45.25,Medio,Saludable,Ahorrador
3924647,513545,161014,830296,174781,770740,40028,57072,462497,761545,46309,11.78,19.4,Medio,Saludable,Ahorrador
3266495,624172,207610,988072,145926,881250,40726,38339,541782,853788,71064,16.59,26.14,Medio,Saludable,Ahorrador
3939045,605003,237515,989423,144706,1116709,36812,92950,538892,1179127,72723,13.68,29.93,Medio,Saludable,Ahorrador
3040756,492260,194806,858239,173588,1326785,39989,45528,477651,498201,74571,15.71,16.38,Medio,Saludable,Ahorrador
3729204,505230,214903,899197,132703,949974,42605,59158,480614,691364,68306,12.89,18.54,Medio,Saludable,Ahorrador
3008186,612232,164793,822088,137680,629662,52564,76877,439375,921891,35275,14.61,30.65,Medio,Saludable,Ahorrador
3515966,641402,222546,1142530,141323,1448828,69121,41880,357845,900087,68416,10.18,25.6,Medio,Saludable,Ahorrador
3508275,612109,221461,1169849,179105,1153913,42776,62167,558876,1044430,58225,15.93,29.77,Medio,Saludable,Ahorrador
3716822,627933,209918,883856,139414,765534,40639,72968,589023,1696708,37146,15.85,45.65,Medio,Saludable,Ahorrador
3185751,611424,180755,1049533,170359,1188841,72649,46213,512110,403886,68588,16.08,12.68,Medio,Saludable,Ahorrador
3203162,489582,195594,961812,129995,518453,39552,78330,514947,435649,35653,16.08,13.6,Medio,Saludable,Ahorrador
3471565,518348,191325,1076565,171336,617186,40080,89716,614198,1451439,54003,17.69,41.81,Medio,Saludable,Ahorrador
3935338,633138,171989,810434,123275,1406975,64853,88557,703133,1268398,29548,17.87,32.23,Medio,Saludable,Ahorrador
3803362,698820,194266,1015145,154359,871979,34502,99114,446486,558996,37814,11.74,14.7,Medio,Saludable,Ahorrador
3203805,529664,174306,944522,170696,1236494,63969,81789,446845,686522,58909,13.95,21.43,Medio,Saludable,Ahorrador
3689559,641936,213952,1145771,167112,1399865,41589,68470,526668,1517435,74317,14.27,41.13,Medio,Saludable,Ahorrador
4061184,697386,232534,1154843,122173,1421011,74197,97475,488401,1462071,54523,12.03,36.0,Medio,Saludable,Ahorrador
4564776,527688,204031,937289,144216,835351,71591,103224,488628,2111797,27373,10.7,46.26,Medio Alto,Saludable,Ahorrador
4475781,598026,215178,800784,157464,1182518,63124,96949,797481,437770,35415,17.82,9.78,Medio Alto,Saludable,Ahorrador
4965596,597105,179847,944704,173096,1388553,35185,72423,570847,1198920,52779,11.5,24.14,Medio Alto,Saludable,Ahorrador
4300665,512722,225624,1135233,135122,756392,69391,92053,591830,896309,44618,13.76,20.84,Medio Alto,Saludable,Ahorrador
4752912,566364,199203,967743,127115,1237099,61729,66785,783474,1028865,32559,16.48,21.65,Medio Alto,Saludable,Ahorrador
4612995,632374,160945,1154933,171776,1316355,44046,97103,737634,2173987,49882,15.99,47.13,Medio Alto,Saludable,Ahorrador
4228361,560302,233445,1090929,157389,654825,33439,47970,440402,619263,55210,10.42,14.65,Medio Alto,Saludable,Ahorrador
4431062,681538,179742,856848,141777,1185982,33754,84690,683505,2064835,31917,15.43,46.6,Medio Alto,Saludable,Ahorrador
4648746,713775,202251,1086419,176645,1425977,43546,67829,800794,1000154,55595,17.23,21.51,Medio Alto,Saludable,Ahorrador
4864888,523450,186334,1077195,137984,730079,46473,100943,845958,826728,61594,17.39,16.99,Medio Alto,Saludable,Ahorrador
5265769,556737,183819,1092062,137763,799952,56284,98212,567671,1972653,73179,10.78,37.46,Medio Alto,Saludable,Ahorrador
4963783,596490,195676,1132594,150391,1473204,65655,65175,731665,2347942,68598,14.74,47.3,Medio Alto,Saludable,Ahorrador
4134195,549397,214350,1049543,159314,839890,42642,39185,581855,854107,63294,14.07,20.66,Medio Alto,Saludable,Ahorrador
5004591,502188,170358,1081477,132278,539071,47004,65264,822133,1476193,43405,16.43,29.5,Medio Alto,Saludable,Ahorrador
4754703,558360,204215,974340,122331,1330104,51185,80547,518169,1994932,59788,10.9,41.96,Medio Alto,Saludable,Ahorrador
4108207,547509,165705,961081,170600,747651,46535,77088,522374,1727675,26381,12.72,42.05,Medio Alto,Saludable,Ahorrador
4946157,629645,192755,951889,179937,1119928,27887,92450,641751,2321967,52636,12.97,46.94,Medio Alto,Saludable,Ahorrador
4227298,600881,162512,1027169,124366,593645,60261,67622,568335,437809,26374,13.44,10.36,Medio Alto,Saludable,Ahorrador
4722385,554691,186089,1032098,165593,1476111,44521,41725,529370,1538679,54830,11.21,32.58,Medio Alto,Saludable,Ahorrador
4492332,559267,178272,900751,139820,515535,29876,48996,477830,1218361,53356,10.64,27.12,Medio Alto,Saludable,Ahorrador
5143357,489080,236508,1119368,121213,1120026,74496,89480,871738,796064,27640,16.95,15.48,Medio Alto,Saludable,Ahorrador
4934045,634601,208958,975495,148542,984901,47524,77326,543315,1715377,74969,11.01,34.77,Medio Alto,Saludable,Ahorrador
4178436,653456,201282,1021898,148363,1061691,52110,107073,626122,1440918,55379,14.98,34.48,Medio Alto,Saludable,Ahorrador
4824137,659125,235447,1103319,132010,626883,35351,62348,562446,445115,48416,11.66,9.23,Medio Alto,Saludable,Ahorrador
4524197,612965,205835,1188370,149812,1418310,46561,80993,759878,1765243,45130,16.8,39.02,Medio Alto,Saludable,Ahorrador
4586322,620527,188491,843819,166386,612547,25731,100867,809067,1596257,49278,17.64,34.8,Medio Alto,Saludable,Ahorrador
4932166,515501,165318,833987,161950,774806,55158,83794,802068,1492865,33133,16.26,30.27,Medio Alto,Saludable,Ahorrador
4573775,696306,227118,874619,160210,623445,42106,37686,772897,666606,73050,16.9,14.57,Medio Alto,Saludable,Ahorrador
4190018,646147,230644,845867,152560,1007467,59917,86496,493036,857793,56972,11.77,20.47,Medio Alto,Saludable,Ahorrador
5139409,543346,160102,1039092,120118,981549,36275,78009,844915,1794151,50042,16.44,34.91,Medio Alto,Saludable,Ahorrador
4690450,570705,212467,880913,146935,1307083,27724,92966,597885,934849,36986,12.75,19.93,Medio Alto,Saludable,Ahorrador
4862201,496974,176482,1155580,157187,585204,25404,39575,611463,1352017,53968,12.58,27.81,Medio Alto,Saludable,Ahorrador
5040159,536991,176821,1104146,136321,867990,26178,90899,872190,1068409,35016,17.3,21.2,Medio Alto,Saludable,Ahorrador
5179424,543092,190743,973036,149739,1459970,66784,45275,891872,645112,62500,17.22,12.46,Medio Alto,Saludable,Ahorrador
4929502,548031,208153,829808,170393,1072108,33140,110249,886906,535958,54622,17.99,10.87,Medio Alto,Saludable,Ahorrador
5161987,525088,168815,1118211,130234,926577,29266,76112,824232,1194259,59973,15.97,23.14,Medio Alto,Saludable,Ahorrador
4882344,513077,232540,1125125,157572,1082766,66794,75822,512987,1655460,52419,10.51,33.91,Medio Alto,Saludable,Ahorrador
4286753,604313,193199,952375,149396,659906,73908,52955,636506,1451136,69522,14.85,33.85,Medio Alto,Saludable,Ahorrador
5265061,495912,162184,1027032,138382,1437187,28860,84518,772491,1024353,28589,14.67,19.46,Medio Alto,Saludable,Ahorrador
5283313,545105,170753,835077,165378,1110357,25159,74837,812583,1353527,59073,15.38,25.62,Medio Alto,Saludable,Ahorrador
4371160,708222,184541,1111910,123490,1001295,53004,90052,434471,1153589,73730,9.94,26.39,Medio Alto,Saludable,Ahorrador
4196778,542515,201768,806817,163513,1428162,57745,111876,650358,708856,45414,15.5,16.89,Medio Alto,Saludable,Ahorrador
4703385,571754,214914,940383,142143,1297843,61139,108056,573622,1051306,39472,12.2,22.35,Medio Alto,Saludable,Ahorrador
4564349,683384,197242,1015226,149465,1044487,58080,95299,538974,1199465,51428,11.81,26.28,Medio Alto,Saludable,Ahorrador
5169469,633145,221248,930483,150956,1194520,66341,55751,679921,2208668,56336,13.15,42.73,Medio Alto,Saludable,Ahorrador
4790779,701972,161831,923370,129757,554010,36437,48463,588497,1147207,74973,12.28,23.95,Medio Alto,Saludable,Ahorrador
5271492,612411,234243,863941,149320,848548,58668,48539,689672,920702,50826,13.08,17.47,Medio Alto,Saludable,Ahorrador
4216488,515382,197253,846038,142641,1073464,26162,75579,608765,601891,37886,14.44,14.27,Medio Alto,Saludable,Ahorrador
4236062,640262,237539,931446,154211,553916,67521,76976,526283,1048086,56337,12.42,24.74,Medio Alto,Saludable,Ahorrador
4722321,638254,172713,1103559,151532,778218,61597,54737,669211,1056035,69923,14.17,22.36,Medio Alto,Saludable,Ahorrador
4514943,527970,166100,1135396,179601,766160,35993,89655,434387,1492218,64403,9.62,33.05,Medio Alto,Saludable,Ahorrador
4932984,490019,227143,1140618,134484,544802,43988,42329,858657,2237644,47173,17.41,45.36,Medio Alto,Saludable,Ahorrador
5345795,685309,217737,840801,176052,1005984,66821,58599,618452,557229,62666,11.57,10.42,Alto,Saludable,Ahorrador
5709663,654429,162209,1057409,177241,676176,70417,83351,830241,1527965,61121,14.54,26.76,Alto,Saludable,Ahorrador
5474709,685034,174016,1191939,144686,1372461,63227,73443,704168,995586,30580,12.86,18.19,Alto,Saludable,Ahorrador
5389195,680484,179804,1109647,125206,1006287,68822,64682,849286,1594782,51464,15.76,29.59,Alto,Saludable,Ahorrador
5575715,603238,202641,1134834,141890,999435,30996,47149,659509,488468,43252,11.83,8.76,Alto,Saludable,Ahorrador
5720493,491819,179299,897800,159813,861812,70326,39793,666183,1047692,51974,11.65,18.31,Alto,Saludable,Ahorrador
5874613,616982,195895,1182711,124497,554765,69319,95267,594730,2691685,69728,10.12,45.82,Alto,Saludable,Ahorrador
5434020,545964,207904,958901,138259,771267,63686,39940,950807,1364864,43501,17.5,25.12,Alto,Saludable,Ahorrador
5493932,502186,199496,860163,169093,651129,33427,45442,691287,618267,42968,12.58,11.25,Alto,Saludable,Ahorrador
5830398,613869,202181,950645,145136,1078897,50913,108168,637628,2651899,67111,10.94,45.48,Alto,Saludable,Ahorrador
5598533,628098,174597,956863,148060,1411832,60043,39491,653551,673765,62686,11.67,12.03,Alto,Saludable,Ahorrador
5858456,481449,238371,1001906,135749,956279,44316,94174,833808,877897,62043,14.23,14.99,Alto,Saludable,Ahorrador
6375378,549423,192552,1164016,144709,1278322,36769,60854,624144,1756662,63432,9.79,27.55,Alto,Saludable,Ahorrador
5535012,522320,196223,1084984,121445,641803,43107,99129,589881,1410618,74914,10.66,25.49,Alto,Saludable,Ahorrador
5543680,507624,174995,1109393,123025,668596,38349,51475,830849,790616,36486,14.99,14.26,Alto,Saludable,Ahorrador
5408012,540213,216452,820422,129460,1365533,51317,76115,671722,1081785,47542,12.42,20.0,Alto,Saludable,Ahorrador
5427986,636663,191897,905129,165123,928629,72914,63066,754254,1946238,41683,13.9,35.86,Alto,Saludable,Ahorrador
